DKS	16618.0	MMA	14177.0	SSF	17506.0	A	13489.0	MM	2015-04-06T18:29:21-04:00	4 - DICKS SPORTING GOODS INC (0001089063) (Issuer)	False	SVP, Chief Accounting Officer	Oliver Joseph	http://www.sec.gov/Archives/edgar/data/1089063/000108906315000038/xslF345X03/wf-form4_142835935163393.xml
AWI	0		0		3852.0	A	0		2015-02-26T12:00:40-05:00	4 - ARMSTRONG WORLD INDUSTRIES INC (0000007431) (Issuer)	False	Vice President and Controller	McNamara Stephen F	http://www.sec.gov/Archives/edgar/data/7431/000120919115018925/xslF345X03/doc4.xml
AWI	0		0		6803.0	A	0		2015-02-26T11:59:49-05:00	4 - ARMSTRONG WORLD INDUSTRIES INC (0000007431) (Issuer)	False	SVP, Human Resources	Romano Ellen R.	http://www.sec.gov/Archives/edgar/data/7431/000120919115018923/xslF345X03/doc4.xml
PLPC	21300.0	A	0		0		0		2015-02-26T11:59:34-05:00	4 - PREFORMED LINE PRODUCTS CO (0000080035) (Issuer)	True	President - CEO	RUHLMAN ROBERT G	http://www.sec.gov/Archives/edgar/data/80035/000125750315000007/xslF345X03/primary_doc.xml
AWI	0		0		10885.0	A	0		2015-02-26T11:58:47-05:00	4 - ARMSTRONG WORLD INDUSTRIES INC (0000007431) (Issuer)	False	SVP, GenCnsl, Compliance	Hershey Mark A	http://www.sec.gov/Archives/edgar/data/7431/000120919115018921/xslF345X03/doc4.xml
AKR	1000.0	C	2000.0	S	1000.0	C	2000.0	CC	2015-02-26T11:57:11-05:00	4 - ACADIA REALTY TRUST (0000899629) (Issuer)	False	Senior Vice President	Hartmann Richard	http://www.sec.gov/Archives/edgar/data/899629/000114036115009041/xslF345X03/doc1.xml
AWI	0		0		15367.0	A	0		2015-02-26T11:57:10-05:00	4 - ARMSTRONG WORLD INDUSTRIES INC (0000007431) (Issuer)	False	EVP and CEO, AFP	Maier Donald R.	http://www.sec.gov/Archives/edgar/data/7431/000120919115018919/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:57:08-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	HENRY I. PATRICIA	http://www.sec.gov/Archives/edgar/data/92230/000122520815005881/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:57:06-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	DEAL RONALD E	http://www.sec.gov/Archives/edgar/data/92230/000122520815005880/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:57:05-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	LYNN LOUIS B	http://www.sec.gov/Archives/edgar/data/92230/000122520815005879/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:57:03-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	PATTON CHARLES A	http://www.sec.gov/Archives/edgar/data/92230/000122520815005878/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:57:01-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	Thompson Thomas Nichols	http://www.sec.gov/Archives/edgar/data/92230/000122520815005877/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:59-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	Williams Stephen T	http://www.sec.gov/Archives/edgar/data/92230/000122520815005876/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:58-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	BANNER JENNIFER S	http://www.sec.gov/Archives/edgar/data/92230/000122520815005875/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:57-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	Boyer K. David Jr.	http://www.sec.gov/Archives/edgar/data/92230/000122520815005874/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:55-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	CABLIK ANNA R	http://www.sec.gov/Archives/edgar/data/92230/000122520815005873/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:53-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	FAULKNER JAMES A	http://www.sec.gov/Archives/edgar/data/92230/000122520815005872/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:51-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	HOWE JOHN P MD	http://www.sec.gov/Archives/edgar/data/92230/000122520815005871/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:49-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	KENDRICK ERIC C	http://www.sec.gov/Archives/edgar/data/92230/000122520815005870/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:48-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	MILLIGAN EDWARD C	http://www.sec.gov/Archives/edgar/data/92230/000122520815005869/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:45-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	RICH TOLLIE W JR	http://www.sec.gov/Archives/edgar/data/92230/000122520815005868/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:44-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	QUBEIN NIDO R	http://www.sec.gov/Archives/edgar/data/92230/000122520815005867/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:42-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	SKAINS THOMAS E	http://www.sec.gov/Archives/edgar/data/92230/000122520815005866/xslF345X03/doc4.xml
BBT	2616.0	A	0		0		0		2015-02-26T11:56:40-05:00	4 - BB&T CORP (0000092230) (Issuer)	True	No Title	Welch Edwin H	http://www.sec.gov/Archives/edgar/data/92230/000122520815005865/xslF345X03/doc4.xml
AWI	0		0		15710.0	A	0		2015-02-26T11:56:22-05:00	4 - ARMSTRONG WORLD INDUSTRIES INC (0000007431) (Issuer)	False	Executive V.P., Armstrong Bdg	Grizzle Victor	http://www.sec.gov/Archives/edgar/data/7431/000120919115018917/xslF345X03/doc4.xml
ETN	452.0	M	149.0	F	8350.0	AA	452.0	M	2015-02-26T11:55:47-05:00	4 - Eaton Corp plc (0001551182) (Issuer)	False	See Remarks below.	SEMELSBERGER KEN D	http://www.sec.gov/Archives/edgar/data/1188599/000120919115018915/xslF345X03/doc4.xml
RHP	0		0		5976.0	AA	0		2015-02-26T11:55:41-05:00	4 - Ryman Hospitality Properties, Inc. (0001040829) (Issuer)	False	SVP, Secretary and GC	Lynn Scott J	http://www.sec.gov/Archives/edgar/data/1040829/000120919115018914/xslF345X03/doc4.xml
IPAS	210000.0	AP	0		400000.0	A	0		2015-02-26T11:55:37-05:00	4 - IPASS INC (0001053374) (Issuer)	False	Chief Commercial Officer	Hume Patricia	http://www.sec.gov/Archives/edgar/data/1053374/000105337415000023/xslF345X03/wf-form4_142496972748363.xml
AWI	0		0		12402.0	A	0		2015-02-26T11:55:30-05:00	4 - ARMSTRONG WORLD INDUSTRIES INC (0000007431) (Issuer)	False	SVP and CFO	Schulz David S.	http://www.sec.gov/Archives/edgar/data/7431/000120919115018913/xslF345X03/doc4.xml
ETN	1013.0	M	326.0	F	18770.0	AA	1013.0	M	2015-02-26T11:55:22-05:00	4 - Eaton Corp plc (0001551182) (Issuer)	False	See Remarks below.	Brabander Cynthia K	http://www.sec.gov/Archives/edgar/data/1543392/000120919115018911/xslF345X03/doc4.xml
ETN	2371.0	M	1126.0	F	43760.0	AA	2371.0	M	2015-02-26T11:54:56-05:00	4 - Eaton Corp plc (0001551182) (Issuer)	False	See Remarks below.	FEARON RICHARD H	http://www.sec.gov/Archives/edgar/data/1188586/000120919115018910/xslF345X03/doc4.xml
AWI	0		0		56614.0	A	0		2015-02-26T11:54:32-05:00	4 - ARMSTRONG WORLD INDUSTRIES INC (0000007431) (Issuer)	True	President and CEO	ESPE MATTHEW J	http://www.sec.gov/Archives/edgar/data/7431/000120919115018909/xslF345X03/doc4.xml
ETN	2371.0	M	779.0	F	43760.0	AA	2371.0	M	2015-02-26T11:54:28-05:00	4 - Eaton Corp plc (0001551182) (Issuer)	False	See Remarks below.	GROSS THOMAS	http://www.sec.gov/Archives/edgar/data/1205244/000120919115018908/xslF345X03/doc4.xml
ETN	2371.0	M	779.0	F	43760.0	AA	2371.0	M	2015-02-26T11:53:51-05:00	4 - Eaton Corp plc (0001551182) (Issuer)	False	See Remarks below.	ARNOLD CRAIG	http://www.sec.gov/Archives/edgar/data/1188578/000120919115018905/xslF345X03/doc4.xml
ETN	1468.0	M	483.0	F	27115.0	AA	1468.0	M	2015-02-26T11:53:14-05:00	4 - Eaton Corp plc (0001551182) (Issuer)	False	See Remarks below.	McGuire Mark M	http://www.sec.gov/Archives/edgar/data/1344870/000120919115018904/xslF345X03/doc4.xml
WST	3617.0	M	3617.0	S	0		3617.0	M	2015-02-26T11:51:38-05:00	4 - WEST PHARMACEUTICAL SERVICES INC (0000105770) (Issuer)	False	President Europe	Lennartz Heino	http://www.sec.gov/Archives/edgar/data/105770/000122520815005864/xslF345X03/doc4.xml
SYMX	10100.0	P	0		0		0		2015-02-26T11:48:20-05:00	4 - SYNTHESIS ENERGY SYSTEMS INC (0001375063) (Issuer)	True	No Title	Lamadrid Lorenzo Cesar	http://www.sec.gov/Archives/edgar/data/1315158/000114420415012132/xslF345X03/v402910_4.xml
PLPC	3096.0	A	0		0		0		2015-02-26T11:47:53-05:00	4 - PREFORMED LINE PRODUCTS CO (0000080035) (Issuer)	False	VP Global Business Development	McKenna Dennis F	http://www.sec.gov/Archives/edgar/data/80035/000125750315000006/xslF345X03/primary_doc.xml
OFG	0		0		700.0	A	0		2015-02-26T11:47:09-05:00	4 - OFG BANCORP (0001030469) (Issuer)	True	No Title	Pena Radames	http://www.sec.gov/Archives/edgar/data/1030469/000160997715000002/xslF345X03/primary_doc.xml
RHP	0		0		3500.0	A	0		2015-02-26T11:37:18-05:00	4 - Ryman Hospitality Properties, Inc. (0001040829) (Issuer)	False	SVP & Corporate Controller	Hutcheson Jennifer L	http://www.sec.gov/Archives/edgar/data/1040829/000120919115018901/xslF345X03/doc4.xml
